,0
0,13.406653610602216
1,9.387577238002494
2,7.9498404757933665
3,940.0425717913342
4,4.341162552439592
5,9.73229314557768
6,2.1874206551311928
7,5.536162830034418
8,36.15652229776827
9,3.2537643049008382
10,2.5324549344427516
11,0.0
12,12.76316634563887
13,6.380989892156491
14,4.009153844345648
15,1.2589036426595173
16,12.06027542564131
17,1.0618605354334671
18,7.931482025766451
19,7.072488438805832
20,7.861344065598993
21,48.23077798226962
22,6.6098179344539645
23,2.3902406851167086
24,4.205602873435589
25,4.70898047407098
26,5.981837307182648
27,13.836219091893003
28,2.1509607204832215
29,19.655952445711698
30,5.2106113365142175
31,8.186783210562723
32,5.916616911827788
33,2.630251522275036
34,0.0
35,6.539545166798042
36,4.311894291264957
37,4.281930080356329
38,0.0
39,542.0086531266732
40,18.838441815462243
41,5.645061248206034
42,7.3717018789460385
43,8.312121108051478
44,8.58374619200513
45,1.62382620044916
46,13.148803362152382
47,11.839054569149868
48,8.903666749174844
49,5.645062320056031
50,5.842390364884748
51,5.867603641807827
52,6.929596776014426
53,2.6976120552538854
54,5.1197092807666875
55,5.881214903679296
56,10.907250621626245
57,0.0
58,19.549026665504833
59,5.156517443536064
60,26.33067963399126
61,4.649086351504616
62,5.013172775812986
63,36.053917148346635
64,8.161341367148081
65,4.979039362800157
66,79.80742330018813
67,14.798843363186203
68,9.338767162147448
69,0.0
70,6.7574734607142375
71,33.28541724496956
72,3.9304902142669684
73,0.0
74,12.72628120397515
75,7.276459320464391
76,5.367341159536486
77,5.60962697550293
78,0.0
79,6.0989236501384925
80,19.103076218678094
81,5.47641319877162
82,2.6369553932082375
83,11.071496939991887
84,2.106755683956111
85,5.379935835027822
86,6.869419890633322
87,24.00595648645368
88,2.1691695445008166
89,0.0
90,26.96651428818775
91,1.483850253894961
92,6.847630435101625
93,4.6219361286931955
94,46.20634670960686
95,24.2776342870742
96,6.175648904506179
97,520.2840149811418
98,3.828418062383373
99,4.105817103341169
100,7.569928514976721
101,1.6373595103106193
102,2.0114020317420147
103,2.7855600378989887
104,4.0337869838818206
105,26.683866291321305
106,2.660123303584601
107,0.0
108,0.0
109,1.4715247775863467
110,5.422939877000207
111,0.0
112,11.339628306619367
113,15.344580100545143
114,6.648857527839208
115,0.0
116,7.16901214224816
117,5.97668228319117
118,1.2540557281455809
119,4.26045947825969
120,2.743626539050002
121,8.168271353784846
122,5.4432380832506135
123,5.559615776793967
124,6.3877054594717215
125,1.2133694676822058
126,0.0
127,5.656396586456411
128,5.770451131368292
129,33.56441689440113
130,5.624971937520419
131,5.518053590714153
132,2.2675125661952484
133,44.20584851178406
134,10.5900928249282
135,4.813136343605764
136,3.5535265112755323
137,20.281841415443203
138,4.535575026974356
139,6.899732125077359
140,5.979138143375235
141,4.205358751254788
142,23.108534385814686
143,1.4379303827100351
144,40.010855814567144
145,8.429067505435391
146,0.0
147,7.683044385466232
148,6.3107531582090814
149,107.02012143047214
150,6.001961708317031
151,2.5756562289580285
152,13.351527396162698
153,0.0
154,6.3402772256629465
155,7.671374360458211
156,5.716390752374179
157,1.1680249591347094
158,3.7692519238890805
159,23.5631754444874
160,4.5833904697113
161,2.5974508796419946
162,12.33685022497329
163,2.0448101009095914
164,5.570391786183443
165,13.889372609993252
166,169.17758292024604
167,11.384464241868764
168,0.0
169,15.211340023615909
170,0.0
171,1.1680247012973606
172,13.293577529228429
173,0.0
174,8.993245472479117
175,4.301921727654687
176,11.368863867406148
177,5.02096130546889
178,131.22696051793213
179,169.20684368513898
180,1.0651151751563093
181,105.54569627256608
182,5.255599746766672
183,45.06736829243022
184,5.200948439121547
185,5.309301639168726
186,10.439302156313182
187,21.064691462961253
188,10.696624805439253
189,0.0
190,1.6483992317792378
191,14.252378918573838
192,21.164937964551843
193,8.221187428992852
194,1.0845880656209472
195,4.709779096088693
196,1.7466288799899803
197,6.536647438925514
198,0.0
199,6.2770249871132755
200,1.7044258757002264
201,6.452084725551016
202,5.6401355082855735
203,6.396031564610341
204,1.62468747552775
205,36.05778931397674
206,8.858384163055536
207,4.413539381396408
208,5.270260193528909
209,5.816464921531277
210,2.0661056253503953
211,2.1039893969098906
212,42.30530601503514
213,25.1888835846397
214,0.0
215,46.20592003893412
216,68.87274555192005
217,80.3033702932937
218,9.191725344153925
219,20.944700376186674
220,9.937283890378072
221,1.5838165778847881
222,1.6705509161956063
223,6.265980354808526
224,2.0817215756643312
225,55.09838293436173
226,2.7778775166762397
227,6.161019925979704
228,6.751220143277911
229,0.0
230,0.0
231,13.26270158255857
232,8.263724313517224
233,3.4448831528215687
234,4.492510238652197
235,80.31196134308817
236,37.85396587090957
237,3.852142765554474
238,4.502192593165356
239,10.201670115811082
240,2.4763106764108462
241,0.0
242,1.4191772451828453
243,3.5989018290787596
244,5.9880412170686474
245,9.711078096559811
246,4.934399628508958
247,5.079459026901635
248,6.517307994818919
249,10.820255423743362
250,0.0
251,2.13731035056882
252,6.031993557342024
253,3.77220189593669
254,4.413897804644681
255,4.688372563196356
256,8.12608706464602
257,5.136554788545308
258,11.317979740419997
259,4.455331460177822
260,16.64550976721006
261,9.339456843559395
262,7.126538158104749
263,5.766209538035894
264,6.74403243224561
265,3.757495482694347
266,17.981893124122138
267,563.7031645650304
268,3.3791558438507754
269,748.3527129718693
270,5.902533441756878
271,5.919420528506131
272,104.99353239183876
273,45.07026900644363
274,4.218841824128901
275,1.238396635453881
276,5.473174396989444
277,5.6199158513499246
278,8.504326334041718
279,3.303187480306177
280,2.599712145832068
281,9.732295442957666
282,5.721171675792537
283,7.535077745150694
284,20.659322549796922
285,21.16486561918681
286,7.5084909047488795
287,4.366268645930091
288,10.157799508907308
289,5.325574908431143
290,4.074989023279064
291,1341.6786127525388
292,4.433816212757969
293,7.980893749179594
294,5.379935146320617
295,0.0
296,107.01803574626078
297,5.266165788161703
298,2.06982132847338
299,24.363984384205022
300,6.998349043245335
301,21.064672960272276
302,41.75017028891252
303,21.608012511243725
304,1.651680608523053
305,2.1017327390802185
306,21.4043682673626
307,36.96494537273873
308,36.01660524226142
309,4.875813818101237
310,46.205673866157056
311,76.72269163655335
312,6.334865587276138
313,7.834184552432308
314,105.52789627334253
315,4.826328284463603
316,14.324070044984587
317,0.0
318,30.028859092347815
319,7.686970680521847
320,2.1311378720734817
321,3.799155412052981
322,6.279237404118998
323,0.0
324,18.759923649179147
325,8.972829959050861
326,0.0
327,6.977874789865298
328,4.94890549411284
329,37.418025728312806
330,6.435436258775042
331,4.052672322204858
332,1.1926447234180346
333,6.844990595279489
334,10.849915129359408
335,7.502010066971235
336,8.46149298087942
337,21.064571085862365
338,4.8791428982529785
339,1.7224371808332775
340,19.548653796142958
341,6.389821537024826
342,8.3239996424897
343,9.247251486423002
344,13.889388197072654
345,6.841030839667748
346,8.884557963066063
347,7.153882160231398
348,1.0057011352181837
349,10.26140199805762
350,6.098858649407088
351,8.370969223492844
352,4.617484474893375
353,4.87914246660433
354,8.427051252133136
355,3.133095845029289
356,6.74403213754265
